"","V1","V2","V3","V4","V5","V6"
"1",1.85917287418646,1.85917287418646,1.91405609536806,1.91405609536806,2.02855130685057,2.02855130685057
"2",2.42817944372222,2.42817944372222,2.23077510789439,2.2307751078944,1.9764244949232,1.9764244949232
"3",1.90285983150237,1.90285983150237,2.18257317463753,2.18257317463753,2.0587932032162,2.0587932032162
"4",2.18959672054627,2.18959672054627,1.86691890468889,1.86691890468889,2.06858056624361,2.06858056624361
"5",1.79847517183312,1.79847517183312,1.5713583717282,1.5713583717282,1.96147940212529,1.96147940212529
"6",2.27974843159512,2.27974843159512,2.33651850648471,2.33651850648471,2.17898046161169,2.17898046161169
"7",2.12035223918893,2.12035223918893,2.07346432568412,2.07346432568412,1.69194954929952,1.69194954929953
"8",2.51541285221002,2.51541285221002,2.11318501605036,2.11318501605036,2.13201802757634,2.13201802757634
"9",2.05667236262421,2.05667236262421,1.81477627950519,1.81477627950519,2.4171501366957,2.41715013669571
"10",1.4409346703914,1.4409346703914,1.81998276779042,1.81998276779042,1.86045040016489,1.86045040016489
"11",1.50550926486737,1.50550926486737,1.97654242752969,1.97654242752969,1.82777958345066,1.82777958345066
"12",1.5503907540969,1.5503907540969,2.29945733733313,2.29945733733313,1.85215197652698,1.85215197652698
"13",2.43830751296633,2.43830751296633,2.07520024104781,2.07520024104781,1.96548782521839,1.96548782521839
"14",1.87890400904729,1.87890400904729,2.31723951012086,2.31723951012086,1.94688328888907,1.94688328888907
"15",1.29046131299165,1.29046131299165,1.95345846358624,1.95345846358624,2.04189228375765,2.04189228375765
"16",2.02189066311802,2.02189066311802,2.20128952861549,2.20128952861549,2.06648310899654,2.06648310899654
"17",2.11723249166409,2.11723249166409,2.02037226996572,2.02037226996573,2.35944172442134,2.35944172442134
"18",1.68989343424919,1.68989343424919,2.34037017201445,2.34037017201445,2.30017001334268,2.30017001334268
"19",2.02823779768555,2.02823779768555,2.24342680491791,2.24342680491791,1.80598230987989,1.8059823098799
"20",2.1106898399322,2.1106898399322,2.01920332563743,2.01920332563743,2.10888024855895,2.10888024855895
"21",1.78287377150342,1.78287377150342,2.32317722004193,2.32317722004193,2.07031600567309,2.07031600567309
"22",1.65328064423746,1.65328064423746,2.3305720940331,2.3305720940331,1.79346770928955,1.79346770928955
"23",1.93983724528367,1.93983724528367,2.18808068746357,2.18808068746357,2.06201894142604,2.06201894142604
"24",2.30481498634306,2.30481498634306,2.19722535141301,2.19722535141301,1.70850811914397,1.70850811914397
"25",2.35001851824213,2.35001851824213,2.14319139188072,2.14319139188072,1.88803533607897,1.88803533607897
"26",1.92269787429792,1.92269787429792,1.68883350094521,1.68883350094521,2.06763393622941,2.06763393622941
"27",1.46231841641232,1.46231841641232,2.03916582929745,2.03916582929745,1.87311425438932,1.87311425438932
