"","V1","V2","V3","V4","V5","V6"
"1",2.12937471999644,2.12937471999644,1.6678711557865,1.6678711557865,2.10970944364094,2.10970944364094
"2",2.01024644996119,2.01024644996119,2.15433772808536,2.15433772808536,1.96857336944267,1.96857336944267
"3",2.88577304771563,2.88577304771563,1.74550756383731,1.74550756383731,2.16062048647141,2.16062048647141
"4",2.15100824474748,2.15100824474748,2.1158017388349,2.11580173883491,2.31577450708039,2.31577450708039
"5",1.96453871317995,1.96453871317995,2.06705204552917,2.06705204552917,1.8846575423116,1.8846575423116
"6",2.36124466774241,2.36124466774242,1.93812731391465,1.93812731391465,2.46429313138735,2.46429313138735
"7",2.29706608784492,2.29706608784492,1.97666302088876,1.97666302088876,1.88477325615195,1.88477325615195
"8",1.69925475982031,1.69925475982031,1.86429535517464,1.86429535517464,1.80821299876634,1.80821299876634
"9",1.6122738108807,1.6122738108807,1.8451992373191,1.8451992373191,2.17784757856418,2.17784757856418
"10",1.96135061166809,1.96135061166809,1.95149674389909,1.95149674389909,2.26391375458357,2.26391375458357
"11",2.09956362799323,2.09956362799322,2.04834560849785,2.04834560849785,2.01344500639574,2.01344500639574
"12",1.79644039993039,1.79644039993039,2.28335882789126,2.28335882789126,1.62155695521587,1.62155695521586
"13",1.19725017649931,1.19725017649931,2.04432396035643,2.04432396035643,2.22316072287232,2.22316072287232
"14",2.62160860127353,2.62160860127353,1.82692902478354,1.82692902478354,1.82472255028915,1.82472255028915
"15",2.17737052852645,2.17737052852645,2.4938305786821,2.4938305786821,2.1402052483755,2.1402052483755
"16",1.86016371277585,1.86016371277586,1.98109016155709,1.98109016155709,1.94837338542513,1.94837338542513
"17",1.64820033832831,1.64820033832831,1.83177751799423,1.83177751799423,2.21382199753922,2.21382199753922
"18",0.869914942497543,0.869914942497543,1.81155155194307,1.81155155194307,2.07820274974472,2.07820274974472
"19",1.49583318131437,1.49583318131437,2.17119537347127,2.17119537347127,1.77810316010641,1.77810316010641
"20",1.81347525597263,1.81347525597263,2.2131535504734,2.21315355047341,2.01414907361921,2.01414907361921
"21",1.73375341795422,1.73375341795422,2.17309865075389,2.17309865075389,2.09271755905044,2.09271755905043
"22",1.10440976598754,1.10440976598754,1.46902180171582,1.46902180171582,2.25758065017824,2.25758065017824
"23",2.22711380254826,2.22711380254826,2.36871505794493,2.36871505794493,2.32696084595838,2.32696084595837
"24",2.73139252528563,2.73139252528563,2.3867006249687,2.3867006249687,2.36313615953284,2.36313615953284
"25",1.94201856274546,1.94201856274546,1.9265138580559,1.9265138580559,2.03167668646411,2.03167668646411
"26",1.46847312500091,1.46847312500091,2.08850777578658,2.08850777578658,2.27857936668589,2.27857936668588
"27",1.67827688923101,1.67827688923101,2.18260747526454,2.18260747526454,1.94811601384021,1.94811601384021
"28",1.81834439667225,1.81834439667225,2.33503414415549,2.33503414415549,1.91086259884346,1.91086259884346
"29",1.94819554243932,1.94819554243932,2.14942432102116,2.14942432102116,1.93073214986787,1.93073214986787
"30",1.72447606802796,1.72447606802796,2.18452799687672,2.18452799687672,2.27582086708887,2.27582086708887
"31",1.92180923561104,1.92180923561104,2.31920827803451,2.3192082780345,1.96950437004952,1.96950437004952
"32",2.53831130128461,2.53831130128461,2.04696050452042,2.04696050452042,1.93813636279521,1.93813636279522
"33",2.12871978052929,2.12871978052929,2.04672326270325,2.04672326270325,1.71233544503295,1.71233544503295
"34",1.79484830551131,1.7948483055113,1.81990315244802,1.81990315244802,2.03187831836243,2.03187831836243
"35",1.9004832225181,1.9004832225181,1.91108640191151,1.91108640191151,2.08063857708037,2.08063857708037
"36",1.80067197419061,1.80067197419061,1.6908654759075,1.6908654759075,1.75048676671074,1.75048676671074
"37",1.99260758346956,1.99260758346957,1.88486825272961,1.88486825272961,2.36736875220064,2.36736875220063
"38",2.58584594252894,2.58584594252894,1.94819347460063,1.94819347460063,2.00595128057341,2.00595128057341
"39",1.3526234017251,1.3526234017251,1.94939512033693,1.94939512033693,1.70139072957403,1.70139072957403
"40",1.9940084588585,1.9940084588585,2.01215508318617,2.01215508318617,1.87371232044872,1.87371232044872
"41",2.20556323135158,2.20556323135158,1.9755175367774,1.9755175367774,1.82079078304644,1.82079078304644
"42",1.87233589161222,1.87233589161222,2.00869774182477,2.00869774182477,1.69221255232372,1.69221255232372
"43",2.60055991324764,2.60055991324764,1.83168090035417,1.83168090035417,1.78231179466707,1.78231179466707
"44",1.92528499234682,1.92528499234682,1.92419980059323,1.92419980059323,1.99344674578686,1.99344674578686
"45",2.02445544850263,2.02445544850263,1.98337261173571,1.98337261173571,2.3869579825254,2.3869579825254
"46",1.70672859510025,1.70672859510025,2.1286902768982,2.1286902768982,1.80589666228695,1.80589666228695
"47",1.64116380401048,1.64116380401048,2.30200136911494,2.30200136911494,2.23499899124693,2.23499899124693
"48",1.56811703622225,1.56811703622225,1.98917447167554,1.98917447167554,2.12130957120286,2.12130957120286
"49",2.01828821607722,2.01828821607722,2.17931544026733,2.17931544026733,2.246297645744,2.246297645744
"50",1.73938459544556,1.73938459544557,2.10032746110478,2.10032746110478,2.04376116568616,2.04376116568616
"51",2.02235779629966,2.02235779629966,1.80084825677771,1.80084825677771,2.03828928937815,2.03828928937815
"52",2.26251154197027,2.26251154197027,1.82809495626169,1.82809495626169,2.10222267408738,2.10222267408738
"53",2.21147419073291,2.21147419073291,2.04137985463245,2.04137985463245,1.97818161058905,1.97818161058906
"54",2.45456097502964,2.45456097502964,1.98006584346585,1.98006584346585,1.90032951457883,1.90032951457883
"55",1.86189088208499,1.86189088208499,2.12449157186333,2.12449157186333,1.90822914188117,1.90822914188117
"56",2.16380927058916,2.16380927058916,1.79722428736977,1.79722428736977,1.71394803036155,1.71394803036155
"57",1.69280899738058,1.69280899738058,2.14106450423192,2.14106450423192,1.95258232294739,1.95258232294739
"58",1.90758311417887,1.90758311417887,1.85463130908578,1.85463130908579,1.85229937230618,1.85229937230618
"59",2.55271102979099,2.55271102979099,1.97347620091884,1.97347620091884,2.28467984157535,2.28467984157535
"60",2.11799903215036,2.11799903215036,1.3707989953936,1.3707989953936,2.04836399683763,2.04836399683763
"61",2.03068367931617,2.03068367931617,2.07846050267264,2.07846050267264,2.13056436368085,2.13056436368085
"62",2.59986669313035,2.59986669313035,2.16491705987941,2.16491705987941,2.03180874155516,2.03180874155516
"63",2.30832841873467,2.30832841873467,1.95869779538487,1.95869779538487,1.93320270276137,1.93320270276136
"64",1.95580698301848,1.95580698301848,1.86257193477291,1.86257193477291,1.91399548303622,1.91399548303621
"65",2.09289107501295,2.09289107501295,2.04287420521289,2.04287420521289,1.80356264739928,1.80356264739928
"66",2.3277647899373,2.3277647899373,2.47448081205879,2.47448081205879,2.2405272662585,2.2405272662585
"67",1.90460486983953,1.90460486983953,1.94934454656237,1.94934454656237,1.83643767326708,1.83643767326708
"68",2.09492676251193,2.09492676251193,2.01507908103649,2.01507908103649,1.66029769066243,1.66029769066243
"69",2.06880765965903,2.06880765965903,2.2950532170616,2.2950532170616,2.00580087397085,2.00580087397085
"70",1.66718418873959,1.66718418873959,1.92186079239496,1.92186079239496,2.25049274973955,2.25049274973955
"71",2.49550205344907,2.49550205344907,1.63374519054973,1.63374519054973,2.22107807060414,2.22107807060414
"72",1.70678162294815,1.70678162294815,2.06226355301959,2.06226355301959,2.00226241419252,2.00226241419252
"73",2.34078827732435,2.34078827732435,2.05899392082723,2.05899392082723,2.07924551836418,2.07924551836418
"74",2.19365836301431,2.19365836301431,1.85633976547503,1.85633976547503,1.73557901361046,1.73557901361046
"75",2.30405637037247,2.30405637037247,1.97308154536449,1.97308154536449,2.42056710609013,2.42056710609013
