"","V1","V2","V3","V4","V5","V6"
"1",2.02235628808998,2.02235628808999,1.83210214773896,1.83210214773897,1.97329369908655,1.97329369908655
"2",1.88951451846439,1.88951451846439,2.16388329169007,2.16388329169007,1.98436124484948,1.98436124484948
"3",1.94173567230655,1.94173567230655,2.21335263624125,2.21335263624125,1.96084571123497,1.96084571123497
"4",1.8736464631573,1.8736464631573,1.94225021323003,1.94225021323003,1.90451580521657,1.90451580521657
"5",2.19209713292881,2.19209713292881,1.84062668618396,1.84062668618396,1.83331354058507,1.83331354058507
"6",2.26656685788388,2.26656685788388,2.22681096973796,2.22681096973796,1.87634890236949,1.87634890236949
"7",1.40280726842042,1.40280726842042,2.2240409142686,2.22404091426861,1.899165055875,1.899165055875
"8",2.28387723328079,2.28387723328079,1.95703586475659,1.95703586475659,1.83960728755582,1.83960728755582
"9",2.199188554275,2.199188554275,2.00787820634187,2.00787820634187,2.07214500911637,2.07214500911637
"10",1.93778289193622,1.93778289193622,2.09993092270337,2.09993092270337,2.09764253466969,2.0976425346697
"11",2.12583834771609,2.12583834771609,1.84053489280492,1.84053489280492,1.88702120321378,1.88702120321378
"12",1.84057095025537,1.84057095025537,2.24619601759374,2.24619601759374,2.01346017935844,2.01346017935844
"13",2.21739924491025,2.21739924491025,1.92425783783347,1.92425783783347,2.04171362731965,2.04171362731965
"14",1.89197986638932,1.89197986638932,2.13881983378423,2.13881983378423,1.90836118628846,1.90836118628847
"15",1.69446852944798,1.69446852944798,1.87898849065535,1.87898849065535,1.85017862726178,1.85017862726178
"16",2.43668355945525,2.43668355945525,2.07384924411581,2.07384924411581,1.894893636201,1.894893636201
"17",2.26542890840847,2.26542890840847,1.75786588684516,1.75786588684516,1.9808087235397,1.9808087235397
"18",2.03995497150947,2.03995497150947,1.93909860717455,1.93909860717455,1.99599122833575,1.99599122833575
"19",2.14405883506261,2.14405883506261,1.87633682082639,1.87633682082639,1.79873163189095,1.79873163189095
"20",2.28326257949465,2.28326257949465,1.98771752439135,1.98771752439135,1.84115952525028,1.84115952525028
"21",1.95687073364303,1.95687073364303,2.07625305626168,2.07625305626168,1.91087376290556,1.91087376290556
"22",1.86576896835187,1.86576896835187,1.95828258638565,1.95828258638565,2.13955253329336,2.13955253329336
"23",1.90424753904498,1.90424753904498,1.88020201457256,1.88020201457256,2.00972174646738,2.00972174646737
"24",2.17739661262317,2.17739661262317,1.9390666868315,1.9390666868315,2.04269249603573,2.04269249603573
"25",1.92904679134991,1.92904679134991,2.10520320432704,2.10520320432704,2.19183233956065,2.19183233956065
"26",1.96366527510743,1.96366527510743,1.77662622739454,1.77662622739454,1.91097387397023,1.91097387397024
"27",1.79859836329546,1.79859836329546,1.798703573827,1.798703573827,2.25538342746461,2.25538342746461
"28",2.30920559798382,2.30920559798382,2.01941241453361,2.01941241453361,1.9875311986028,1.9875311986028
"29",2.24621707373688,2.24621707373688,2.10931763515912,2.10931763515912,2.03400371272472,2.03400371272472
"30",2.01888145502731,2.01888145502731,1.91078788673812,1.91078788673812,2.12579999606969,2.12579999606969
"31",1.92664364964779,1.92664364964779,1.9144710901212,1.9144710901212,2.04862957055179,2.04862957055179
"32",1.98431445972127,1.98431445972127,2.02054518155159,2.02054518155159,2.06619723141718,2.06619723141719
"33",1.95699268395547,1.95699268395547,2.2644979881413,2.2644979881413,1.93464856219045,1.93464856219045
"34",2.28059315697156,2.28059315697157,1.86343347429943,1.86343347429943,1.86869536075485,1.86869536075485
"35",1.84317530319847,1.84317530319847,1.87461264509026,1.87461264509026,1.94844539563598,1.94844539563598
"36",2.05256234535882,2.05256234535881,1.87754930689205,1.87754930689205,1.96180392542266,1.96180392542266
"37",1.77968977933621,1.7796897793362,1.89960397248023,1.89960397248023,1.91262902677563,1.91262902677563
"38",2.05885884846216,2.05885884846216,2.04815530947953,2.04815530947953,1.90232982905725,1.90232982905725
"39",1.78300736798815,1.78300736798815,2.06452730147831,2.06452730147831,2.03500255353245,2.03500255353245
"40",2.23886905264251,2.23886905264251,2.33372240188621,2.33372240188621,1.82686734636424,1.82686734636424
"41",2.21194941266991,2.21194941266991,2.05435354949313,2.05435354949313,1.92869948065809,1.92869948065809
"42",1.81128271739904,1.81128271739904,1.82529606148939,1.82529606148939,1.87227352364206,1.87227352364206
"43",2.17648714344343,2.17648714344343,1.93180087390891,1.93180087390891,1.94336103664299,1.943361036643
"44",2.0347716881868,2.0347716881868,2.03493980775358,2.03493980775358,1.92252476102844,1.92252476102844
"45",1.73550422504366,1.73550422504367,2.17817928057051,2.17817928057051,1.95168281438976,1.95168281438977
"46",1.63746619350995,1.63746619350995,1.83756937597073,1.83756937597073,1.95834018562564,1.95834018562564
"47",1.79167813174061,1.7916781317406,2.09081557277841,2.09081557277841,1.91709507443248,1.91709507443248
"48",2.07127898157212,2.07127898157212,2.1405902946983,2.1405902946983,1.88766238056517,1.88766238056517
"49",2.07912904332854,2.07912904332854,1.87666775341208,1.87666775341208,2.06863475693569,2.0686347569357
"50",2.03846120895721,2.03846120895721,1.68380817245671,1.68380817245671,2.08698914415184,2.08698914415184
"51",1.97383521859349,1.97383521859349,2.14695511468284,2.14695511468284,1.91330461610249,1.91330461610249
